,query
6585,this movie is a comic book adaptation of one of the first comic book heroes set mainly during world war 2
6586,this movie is a one word three letter title that is the first word of the river bordering texas and mexico
6587,this movie is a sequel directed by james cameron and takes place on another planet full of evil creatures
6588,this movie is about a civil war veteran that is transported off earth to another planet where he is found to have superhuman abilities based on the reduced gravity
6589,this movie is about a group of superheroes who must come together in order to help save the world from one of the hereo s brother
6590,this movie is about a lone avatar who has the power to manipulate all four elements he teams up with katara who is a waterbender
6591,this movie is about a man who becomes tired with his mundane life and tries to find a way to break out only to discover his life is not real and once in the real world that he may be the savior the world has been expecting
6592,this movie is about a tiny clownfish who gets lost after disobeying his overprotective father
6593,this movie is based on actual events where a young girl is involved in a shark attack
6594,this movie made spinning heads pea soup vomit and linda blair common household conversation starters
6595,this movie on my mind is a spoof of the vampire love story genre type movies
6596,this movie set in a violence and drug ridden brazil slum tells the story of a young boy s development into a photojournalist
6597,this movie set in an alternate future pairs different districts against each other in a fight to the death
6598,this movie starring matt damon and heath ledger as brothers puts an interesting twist on the fables of old
6599,this movie stars cary elwes as westley or could it be the dread pirate roberts
6600,this noir film was directed by roman polanski and featured jack nicholson as a private investigator
6601,this pixar film features and old man who attaches thousands of balloons to his house
6602,this popular 1984 children s film starred ralph macchio and popularized the phrase sweep the leg
6603,this reboot of a classic comicbook group features the younger versions of mutants including james mcavoy
6604,this recent thriller portrays a blonde young girl as a killer trained in the wilderness by her father
6605,this remake of a 1984 film starred chris hemsworth and josh hutcherson as young adults in modern america fighting for their freedom
6606,this road trip comedy features robert downey jr and zach galifianakis as an unlikely pair traveling across the country
6607,this rockumentary from director rob reiner chronicles the misadventures of a fictional heavy metal band turn it up to 11
6608,this romance film stars julia roberts as a woman traveling around europe in an attempt to improve her life
6609,this romance starring christopher reeve was made and released about five years after its source novel by richard matheson was first published in 1975
6610,this romantic comedy stars ashton kutcher and natalie portman as two friends who decide to have casual sex with each other
6611,this romantic comedy stars jake gyllenhaal as a man who sells medicine and ends up falling in love
6612,this romantic tragedy film stars leonardo dicaprio and kate winslet as lovers on a sinking ship
6613,this russel crowe drama follows the story of a mathematician whose life is destroyed by paranoid schizophrenia
6614,this scary movie is named about a street and the horrible things that happen when you have a bad dream
6615,this sci fi hit stars keanu reeves as the one who will save humanity from their enslavement by the machines
6616,this science fiction movie is based on phillip k dick s do androids dream of electric sheep
6617,this shield bearing super soldier superhero must fight off the cobwebs of time to defend american ideals
6618,this stanley kubrick classic includes a black obelisk that accelerates the evolution of apes into humans
6619,this stop motion animated feature directed by henry selick shows the adventures of jack skellington who tries to spread the magic of christmas
6620,this summer love story not only brought their characters together in the movie but also brought miley cirus and liam hemsworth together in real life
6621,this surreal romp from 1967 stars the beatles and features some of their famous hit songs
6622,this suspense film starred amanda seyfried as a young woman who escaped a murderer and has to find him to save her sister
6623,this time travel movie features a hit man joseph gordon levitt meeting his future self bruce willis
6624,this tragedy written by william shakespeare centers on the prince of denmark who is driven mad by his own desire for revenge against his murderous uncle
6625,this was daniel radcliffe s first outing as the boy wizard from the famous children s book series
6626,this was the first animated feature directed by steven spielberg and it starred the voices of jamie bell and daniel craig
6627,this was the first movie produced by pixar to be rated below 50 percent on the popular movie review site rotten tomatoes
6628,this was the movie that macaulay culkin was watching in the scene in home alone when the pizza boy arrived
6629,this zombie thriller directed by george a romero set the stage for the modern zombie movie scene and is considered to be one of the greatest horror movies of all time
6630,three cast members of this 2010 comedy kristin chenoweth cloris leachman and meagan holder were members of the gamma phi beta sorority
6631,tim burton used stop motion animation to tell the story of jack skellington in what 1993 disney movie
6632,tom cruise and cameron diaz star in this action comedy about a girl trying to help a spy clear his name
6633,tom cruise plays an ex military investigator who is contacted by a man who was framed for the murder of five people
6634,tom hanks is very jealous of tim allen in this 1995 pixar animation about playthings that come to life when no one is looking
6635,tom hanks stars as hit man for the irish mob who attempts to escape the life of crime with his son in depression era america
6636,tommy flanagan harasses a teenage babysitter over the phone while she babysits in this 2006 thriller
6637,tommy lee jones battles with questions of missing money gangs and the possibility of a major crime conspiracy in this pseudo western crime drama
6638,tony musante is a writer is stalked by a serial killer after witnessing a murder attempt on one woman s life in this mystery thriller written and directed by dario argento
6639,two acquaintances decide to take their relationship to the next level minus the emotional baggage
6640,two cowboys accept a job during which they develop a forbidden relationship with one another
6641,two good friends mike and sully team up to scare as many children as possible but encounter something that no one has ever encountered before in this film
6642,two star crossed lovers from rival gangs try to find a life beyond the hate in this musical classic
6643,two warriors are after a magical sword in this chinese martial arts film starring chow yun fat and michelle yeoh
6644,tyler perry breaks out of his dress and takes on the role of the famous detective from the james patterson novels in this 2012 action crime movie
6645,tyler perry directed this 2010 movie based on the play by ntozake shange and starring janet jackson and whoopi goldberg
6646,vin diesel and his gang are planning a massive heist to buy their freedom while in the sights of a powerful brazilian drug lord and a dangerous federal agent in the 2011 installment of this movie series
6647,vin diesel is the voice of an alien robot that a young boy is trying to save from being destroyed by the government in this 1999 animated feature
6648,vincente minnelli directed and gene kelly stars in this musical romance about three friends looking for work in france
6649,walter matthau tries to get his uptight friend and roommate jack lemmon to have a little fun and relax more in this hilarious neil simon comedy
6650,werner herzog wrote and directed this biographical documentary about timothy treadwell and amie huguenard bear activists who were killed while living among them in alaska
6651,wes anderson s adaptation of roald dahl s popular children s book about a fox who must help his friends and family survive the onslaught of local farmers
6652,what s that action romantic comedy with jennifer aniston and gerard butler where he has to kill his ex wife
6653,what s that animated film with the ship in the museum based on an old comic book with the blond kid
6654,what s that aronofsky film with natalie portman about the ballerina who is having hallucinations building up to the final and most intense role in her career
6655,what s that awesome funny movie with jennifer anniston the guys start a pyramid scheme and almost get fired one man is named michael bolton
6656,what s that kevin smith movie with bruce willis where he s searching for a rare baseball card
6657,what s that movie that has keanu reeves and he s driving a bus and must stay at a speed of greater than 50 miles per hour
6658,what s that movie were patrick swayze dies and he talks to his wife played by demi moore through whoopi goldberg
6659,what s that movie where all of the zoo animals join the circus and perform in front of a giant crowd in stunning fashion
6660,what s that newer movie that quentin tarantino put out i think it has rza fighting kung fu style
6661,what s that stop animation movie with the creepy dolls with button eyes she travels to an alternate universe where her mother seems nice but is evil
6662,what s that stupid overrated movie about interplanetary fighting there are jedis and one of the main characters is harrison ford
6663,what s that super slow paced movie with ryan gostling where nobody says anything the whole time
6664,what s that sweet animated movie with the lizard voiced by johnny depp it has an awesome reference to fear and loathing at the beginning
6665,what s the 2011 movie with rob pattinson about a man who runs away with the circus and falls in love with the boss wife
6666,what s the bogart film where he runs into some bandits who claim to be policia yet have no badges
6667,what s the camp comedy musical classic that features susan sarandon s first role and the song time warp
6668,what s the classic film where brando tells his backstabbing brother that he could ve been a contender
6669,what s the comedy classic where a serious director decides to throw it all away and hit the streets as a bum
6670,what s the comedy where three disgruntled white collar workers scheme to slowly steal from their company
6671,what s the film classic about a group of men who drive highly explosive material a long distance
6672,what s the horror movie where a new chemical agent turns a town into zombie like creatures
6673,what s the italian film that is made up of cartoons set to classical music a la fantasia
6674,what s the movie about a poor boy who becomes a rich man but all he wants is his childhood sled
6675,what s the movie about zimba leaving his jungle after believing he was responsible for his father s death
6676,what s the movie based on a shakespeare play where the moor of venice doubts the virtue of his wife
6677,what s the movie based on a true story about the mod s involvement in the history of las vegas
6678,what s the movie called with kristen wiig is the one where she is jealous about her friend getting married
6679,what s the movie comedy based on a true story about a man who frequently escapes prison
6680,what s the movie i always confuse with goodfellas its by the same director and its about gangsters running gambling in las vegas
6681,what s the movie starring nathan lane and matthew broderick in which the intentionally try to create the worlds worst play
6682,what s the movie that has a main cast of nothing but girls in a mental institute who live in an alternate reality and stars emily browning and vanessa hudgens
6683,what s the movie that takes place in roadside diner and is about the ultimate fight of heaven and humanity
6684,what s the movie where a film crew stumbles on a heck of a big monkey
6685,what s the movie where a group of elite military personnel must save a major city from aliens
6686,what s the movie where a younger brother excels at boxing to make up for the failure of his older brother
6687,what s the movie where brad pitt and morgan freeman track a moralistic killer in chicago
6688,what s the movie where two detectives are searching for a serial killer and it ends with a tragic surprise in a box
6689,what s the movie with jake gyllenhaal when he plays a prince in the desert and almost gets killed
6690,what s the movie with john hurt and mickey rourke about the man who helps the gods beat the titans
6691,what s the movie with john wayne where you re not sure if he s going to rescue or kill a girl
6692,what s the movie with natalie portman and mila kunis about a ballet show and mila kunis character is crazy
6693,what s the movie with russell crowe playing a genius mathematician who gets a job in cryptography
6694,what s the name of that buddy cop film where will ferrell and mark wahlberg try to stop bad bankers from raiding the police s pension fund
6695,what s the name of that famous marlon brando film where he says i coulda been a contender
6696,what s the name of that martial film by ang lee where chow yun fat hunts for a sword in the hands of ziyi zhang
6697,what s the name of that movie that has a dog in it named toto
6698,what s the name of that movie that has guy in the wheelchair and that actress from aliens and they re on an alien planet that s full of animals and plants
6699,what s the name of that movie where a bunch of kids from england end up on a boat and one of them turns into a dragon
6700,what s the name of that movie where the kid has to use a laser sword to fight off that guy with the really creepy voice
6701,what s the name of that pixar film where that old man ties countless balloons to his home
6702,what s the name of the animated kids movie about a lizard voiced by johnny depp
6703,what s the name of the classic movie where no one believes the guy who claims to be santa claus
6704,what s the name of the comedy where jennifer anniston plays a sexually deviant character
6705,what s the name of the family movie where a man with two kids takes care of lots of penguins in his apartment
6706,what s the name of the first movie in which johnny depp stars as captain jack sparrow
6707,what s the name of the first pixar movie where tim allen and tom hanks voice woody and buzz lightyear
6708,what s the name of the movie that depicts a man trying to find a woman in his dream and leads him through a totalitarian government ran country
6709,what s the name of the movie where a giant green lizard goes on a rampage in a city
6710,what s the name of the movie with morgan freeman and brad pitt playing investigators hunting a religious serial killer in the big city
6711,what s the name of the movie with the guy who builds a son out of wood and his nose gets really long when he lies
6712,what s the name of the remake of moe larry and curly where larry david plays a nun
6713,what s the name the movie with ginnifer goodwin and kate hudson where a unlucky in love girl falls in love with her best friend s fiance
6714,what s the one with that guy from the matrix and the girl from titanic where they try to save the world
6715,what s the recent movie in which amy adams is the estranged adult child of clint eastwood s character who is heavy into the baseball world and she meets a guy along the way
6716,what s the science fiction movie with adrien brody in which they make new animals by mixing together other animals
6717,what s the soderbergh movie that traces a deadly virus as it makes its way around the globe
6718,what s the terry gilliam movie that stars bruce willis and has to do with time travel and brad pitt s anarchist group
6719,what s the title of wes craven s horror film where serial killer freddy krueger kills people in their dreams
6720,what s the trippy fellini movie that is about a director trying to make a movie among various distractions
6721,what s the true life movie starring johnny depp about the ringleader of a massive drug cartel
6722,what s the truffaut movie about a theater troupe that tries to mount plays during the nazi occupation
6723,what s the ultra violent chinese film that ends in a prolonged shootout between cops and bad guys in a hospital
6724,what s the violent coen brothers movie where a guy who finds a lot of money also attracts a killer
6725,what s the violent movie where ryan goslin does all sorts of nasty stuff to bad guys to protect a wife and kid
6726,what 1930 ernst lubitsch film starring jeanette macdonald took place in a famous european gambling city and featured the song beyond the blue horizon
6727,what 1931 film featured a man hunt in germany for a child killer aided by police and other criminals alike
6728,what 1931 movie depicts the creation of an monster made up of parts of dead people
6729,what 1934 jean vigo film called one of the best of all time starred michel simon as p re jules
6730,what 1935 musical starred groucho marx chico marx harpo marx kitty carlisle and allan jones
6731,what 1937 french war film is directed by jean renoir and about french officers attempting to escape pow camp
6732,what 1938 howard hawks romantic comedy starred katharine hepburn cary grant charles ruggles and barry fitzgerald
6733,what 1939 frank capra drama stars james stewart jean arthur claude rains edward arnold and thomas mitchell
6734,what 1939 oscar winning civil war era movie was based on a novel by author margaret mitchell
6735,what 1939 victor fleming movie centers around a girl named dorothy who gets swept away to a magical land
6736,what 1940 dramatic movie depicted a poor midwest family that is forced off their land
6737,what 1940 romantic comedy centers around a newspaper editor who tries to keep his ace reporter ex wife from remarrying
6738,what 1941 john huston crime drama starred humphrey bogart mary astor peter lorre and gladys george
6739,what 1941 orson welles movie garnered him an oscar for best writing along with writing partner herman j mankiewicz
6740,what 1942 best picture oscar winning film was set in unoccupied africa during the early days of world war ii
6741,what 1942 michael curtiz romantic war drama featured humphrey bogart ingrid bergman and paul henreid
6742,what 1942 movie garnered a best music original song oscar win to irving berlin for his song white christmas
6743,what 1942 romance centers around a complicated love affair set in africa during the early days of world war ii
6744,what 1942 romance movie set during world war ii and directed by michael curtiz won 3 oscars
6745,what 1945 elia kazan film centers around a young woman coming of age during the early 1900 s
6746,what 1945 movie centered around a woman who is tempted to cheat on her husband with a stranger in a railway station
6747,what 1946 frank capra movie centers around the life of george bailey in bedford falls
6748,what 1946 john huston documentary marked the final entry in a trilogy of films he produced for the u s government
6749,what 1948 film centers around a man driving his cattle when his adopted son turns against him
6750,what 1948 movie that won 3 oscars stars humphrey bogart prospecting for gold in mexico
6751,what 1949 george cukor romantic comedy centered around a husband and wife working as opposing lawyers in a case involving a woman who shot her husband
6752,what 1950 george sidney biopic won the oscar for best music scoring of a musical picture
6753,what 1950 joseph l mankiewicz movie garnered a total of six oscar wins including best writing and best directing for mankiewicz and best picture
6754,what 1951 george stevens movie centers around a poor boy working for his rich uncle and ends up falling in love with two women
6755,what 1952 fred zinnemann western movie garnered a best leading actor oscar win for gary cooper
6756,what 1953 crime drama depicts a tough cop taking on a politically powerful crime syndicate
6757,what 1953 movie centers on an army despatch rider who discovers a woman and her son living in the midst of warring apaches
6758,what 1953 western was based on the 1949 novel of the same name by jack schaefer
6759,what 1954 classic did barbara streisand remake as a rock musical in the 70 s with kris kristofferson and director frank pierson
6760,what 1954 elia kazan crime movie depicted an ex prize fighter turned longshoreman struggling to stand up to corrupt union bosses
6761,what 1956 walter lang film starred yul brynner and deborah kerr as the titular characters
6762,what 1957 drama features an aging professor confronting the emptiness of his existence after having living a life marked by coldness
6763,what 1957 king vidor movie starring audrey hepburn and henry fonda centered around napoleon s tumultuous relations with russia
6764,what 1957 stanley donen romantic comedy starred audrey hepburn fred astaire kay thompson and michel auclair
6765,what 1958 alfred hitchcock film based on a novel by boileau narcejac starred james stewart as detective john scottie ferguson
6766,what 1958 alfred hitchcock movie thriller featured james stewart kim novak and barbara bel geddes
6767,what 1959 billy wilder comedy features tony curtis and jack lemmon as musicians who witness a mob hit
6768,what 1959 billy wilder comedy starred marilyn monroe tony curtis jack lemmon and george raft
6769,what 1960 french horror film directed by georges franju created massive controvery upon its release
6770,what 1960 stanley kubrick biopic centered around a slave that leads a violent revolt against the decadent roman republic
6771,what 1961 musical drama centers around two youngsters from rival nyc gangs who fall in love
6772,what 1961 robert rossen sport drama starred paul newman jackie gleason piper laurie and george c scott
6773,what 1962 classic western film stars both jimmy stewart and john wayne and was nominated for an oscar
6774,what 1962 david lean biopic tells the story of a flamboyant and controversial british military figure
6775,what 1964 movie features julie andrews as a magical nanny who works for a banker
6776,what 1965 cartoon is a timeless classic starring the lovable charlie brown and his dog snoopy
6777,what 1965 george cukor film garnered him a best director oscar win and won the oscar for best picture
6778,what 1965 musical based on a rogers and hammerstein musical of the same name features the von trapp family singers
6779,what 1965 robert stevenson movie starred hayley mills dean jones dorothy provine and roddy mcdowall
6780,what 1966 ingmar bergman film centered around a nurse who is charge of an actress
6781,what 1966 james hill family drama centered around a husband and wife raising a lion cub
6782,what 1966 sergio leone western adventure movie featured clint eastwood and eli wallach in a bounty hunting scam
6783,what 1967 arthur penn biopic starred warren beatty faye dunaway michael j pollard and gene hackman
6784,what 1967 movie stars elizabeth taylor and richard burton about someone who needs to get married so the sister can get married too
6785,what 1967 musical comedy follows the adventures of the beatles on a special charter bus
6786,what 1967 romantic comedy depicts robert redford as a young lawyer and jane fonda as his vivacious wife
6787,what 1968 gene saks comedy was written by neil simon and starred jack lemmon and walter matthau
6788,what 1968 sergio leone western adventure featured a mysterious stranger with a harmonica who protects a widow
6789,what 1969 american road movie was written by peter fonda dennis hopper and terry southern
6790,what 1969 western garnered a best leading actor oscar win for john wayne in his role as rooster cogburn
6791,what 1970 movie takes place in 1825 and centers around an english aristocrat who is captured by indians
6792,what 1970 oscar winner for best picture also garnered a best leading actor oscar win for george c scott
6793,what 1970 robert altman movie about the korean war spawned a long running television series
6794,what 1971 comedy centers around a young rich man obsessed with death until he meets an interesting woman at a funeral
6795,what 1971 musical takes place in pre revolutionary russia and stars topol norma crane and leonard frey
6796,what 1971 sergio martino thriller centers around the death of a millionaire and then to the death of his suddenly rich wife
6797,what 1972 movie starred john wayne roscoe lee browns bruce dern colleen dewhurst and alfred barker jr
6798,what 1972 romantic comedy centered around the accidental mix up of four identical overnight bags
6799,what 1972 romantic drama starred marlon brando and maria schneider as a couple with a relationship based only on sex
6800,what 1973 francois truffaut romantic comedy starred jacqueline bisset and jean pierre leaud and valentina cortese
6801,what 1973 george roy hill oscar winning film featured paul newman robert redford and robert shaw
6802,what 1973 movie starred barbara streisand and robert redford as a couple with a wonderful romance but different political views that eventually drive them apart
6803,what 1974 american comedy film directed by mel brooks was a parody of the classical frankenstein horror fim
6804,what 1974 billy wilder movie starred jack lemmon walter matthau susan sarandon and vincent gardenia
6805,what 1974 mel brooks western comedy featured cleavon little gene wilder madeline kahn and slim pickens
6806,what 1974 stop motion animated tv special features kris kringle running into the heater miser
6807,what 1975 steven spielberg adventure horror movie featured roy scheider robert shaw and richard dreyfuss
6808,what 1976 marin scorsese drama centered around a mentally unstable vietnam war veteran who works nights in new york city
6809,what 1976 rene daalder movie centered around a high school student who resorts to murdering bullies
6810,what 1976 richard donner horror film featured gregory peck as an american ambassador and lee remick as his wife
6811,what 1976 romantic comedy based on a neil simon play starred robert redford and jane fonda
6812,what 1976 western centered around a dying gunfighter spending his last days looking for a way to die with dignity
6813,what 1977 george lucas sci fi movie featured mark hamill harrison ford carrie fisher and alec guinness
6814,what 1977 musical drama featured john travolta as a brooklyn man who feels his only chance to get somewhere is be king of the disco floor
6815,what 1977 steven spielberg sci fi adventured found richard dreyfuss making a mountain out of mashed potatoes
6816,what 1978 john carpenter horror film featured jamie lee curtis running from a crazed killer
6817,what 1978 richard donner sci fi flick starred christopher reeve margot kidder gene hackman and ned beatty
6818,what 1978 romantic comedy centers on a wealthy woman who struggles with her identity after her husband of 16 years leaves her for a younger woman
6819,what 1979 movie is set in new england where a businessman is visited by three ghosts on christmas eve
6820,what 1979 movie stars jon voight as an ex boxer who works as a horse trainer and raises his son
6821,what 1979 ridley scott sci fi horror movie featured sigourney weaver as part of a commercial deep space mining ship crew
6822,what 1980 american film featured a single woman moving to san fransisco during the holidays whil trying to get her life back togeather after a divorce
6823,what 1980 best picture oscar winner also garnered a best director oscar win for robert redford
6824,what 1980 harold ramis sport comedy takes place at an exclusive golf course that has a dancing gopher
6825,what 1980 stanley kubrick film was based on a stephen king novel of the same name
6826,what 1980 stanley kubrick horror movie is set in an isolated hotel and features jack nicholson as it s caretaker
6827,what 1981 biopic starred faye dunaway and depicted the abusive adoptive upbringing of christina crawford
6828,what 1981 lawrence kasdan thriller centered around the love affair of small town lawyer and his rich girlfriend
6829,what 1981 steve gordon romantic comedy starred dudley moore liza minnelli john gielgud and jill eikenberry
6830,what 1981 terry gilliam comedy starred sean connery shelley duvall john cleese and katherine helmond
6831,what 1982 best picture oscar winner also garnered a best leading actor oscar win for it s star ben kingsley
6832,what 1982 horror film centers around a man who seeks vengeance against the doctors who separated him against his will from his siamese twin brother
6833,what 1982 ridley scott sci fi flick stars harrison ford as a man who has to track down and terminate 4 replicants
6834,what 1982 sci fi thriller starred harrison ford rutger hauer sean young edward james olmos and daryl hannah
6835,what 1983 harold ramis comedy finds the griswold family cross country driving to theme park walley world
6836,what 1983 horror movie revolved around a friendly st bernard dog which had contracted rabies
6837,what 1983 mike nichols biopic featured meryl streep in the starring role as a metallurgy worker
6838,what 1983 movie featured a family traveling across the country to visit the theme park known as wally world
6839,what 1983 movie features al pacino as a cuban immigrant taking over a drug cartel
6840,what 1984 action movie is based on the invasion of a small colorado town by an alliance of the cuban and russian militarily and the some of the wolverines efforts to oust the occupiers
6841,what 1984 alex cox comedy stars harry dean stanton emilio estevez olivia barash and tracey walter
6842,what 1984 alex cox cult film stars emilio estevez tracey walter and harry dean stanton
6843,what 1984 barry levinson sport drama centered around an average baseball player out of nowhere to become a legendary player
6844,what 1984 family movie featured ralph macchio as a bullied boy elisabeth shue as his girlfriend and pat morita as his mentor
6845,what 1984 historical biopic centered around a photographer trapped in cambodia during a violent time
6846,what 1984 ivan reitman film featured bill murray dan aykroyd sigourney weaver annie potts and harold ramis
6847,what 1984 james cameron film depicted a robotic assassin from a post apocalyptic future sent back in time to eliminate a waitress
6848,what 1984 james cameron film starring arnold schwarzenegger has spawned three sequels and a television program
6849,what 1984 milos forman musical biopic starred f murray abraham tom hulce and elizabeth berridge
6850,what 1985 fantasy film stars tom cruise as a boy who must stop the lord of darkness from killing all that is good in the world
6851,what 1985 fantasy flick had tom cruise trying to keep tim curry from killing off the last of the unicorns
6852,what 1985 harold becker coming of age movie finds a high school student wanting to be something more
6853,what 1985 john huston film featured jack nicholson and kathleen turner as professional hit people
6854,what 1985 science fiction movie has michael j fox going back in time with a delorean
6855,what 1985 steven spielberg movie showed the life and trials of a young african american woman
6856,what 1986 oscar winning best picture film also earned oliver stone the best director oscar
6857,what 1986 sports movie featured gene hackman as a coach of a high school team
6858,what 1987 brian depalma film features kevin costner as federal agent eliot ness out to stop al capone
6859,what 1987 comedy featured nicolas cage and holly hunger as a childless couple who kidnap a family member s child
6860,what 1987 movie featured an evil prince his six fingered henchman and a swordsman hero named inigo montoya
6861,what 1987 stanley kubrick film showed what it s like to be in the u s marine bootcamp
6862,what 1988 comedy is set in toontown and features a blend of live action and animation
6863,what 1988 gary marshall chick flick centered around a rich debutante and a cynical entertainer who share an enduring childhood friendship through the years
6864,what 1988 romantic comedy centered around a baseball fan who has affair with a minor league player
6865,what 1988 ron howard movie shows a reluctant dwarf playing a critical role in protecting a special baby
6866,what 1989 comedy features chevy chase as clark griswold and beverly d angelo as his wife ellen
6867,what 1989 drama starred female superstars dolly parton sally field shirley maclaine and julia roberts
6868,what 1990 american crime film featured the famous story of the rise and fall of the lucchese crime family
6869,what 1990 chris columbus family comedy starred macaulay culkin joe pesci daniel stern and john heard
6870,what 1990 crime drama had robert de niro playing a mob type gangster named james conway
6871,what 1990 jeannot szwarc film centered around a chicago playwright who uses self hypnosis to find the actress whose vintage portrait hangs in a grand hotel
6872,what 1990 kevin costner film garnered multiple oscar wins including best picture best director and best writing
6873,what 1990 martin scorsese biopic centers around henry hill and his friends as they work their way up through the mob hierarchy
6874,what 1990 martin scorsese film featured robert deniro ray liotta and joe pesci as mobsters
6875,what 1990 sci fi flick centers around a man in the future who goes in for virtual vacation memories but then faces unforeseen consequences
6876,what 1990 tim burton film featured johnny depp as a hairstylist and hedge trimmer and winona ryder as his love interest
6877,what 1991 animated disney movie tells the tale of a love story between two unlikely lovers
6878,what 1991 family comedy featuring steve martin and diane keaton was a remake of a spencer tracy classic
6879,what 1991 movie featured jessica tandy in her best supporting actress oscar winning role of ninny threadgoode
6880,what 1991 musical comedy centers around characters janet and brad as they become game show contestants
6881,what 1992 clint eastwood movie centered around a retired old west gunslinger who reluctantly takes one last job
6882,what 1992 neil jordan dramatic movie centered around a british soldier kidnapped by ira terrorists
6883,what 1993 drama film directed by steven speilberg featured liam neeson as schindler in nazi germany
6884,what 1993 film won anna paquin then eleven the academy award for best supporting actress
6885,what 1993 jane campion romantic drama centered on a mute woman lusted after by a local worker
6886,what 1993 steven spielberg best picture oscar winner featured liam neeson ralph fiennes and ben kingsley
6887,what 1993 steven spielberg sci fi movie starred sam neill laura dern jeff goldblum and richard attenborough
6888,what 1993 wayne wang film shared the life histories of four asian women and their daughters
6889,what 1994 james cameron film was partially shot on location in the florida keys u s a
6890,what 1994 jan de bont thriller centered around a young cop who tries to keep a bomb on a bus from exploding
6891,what 1994 lawrence kasdan biopic starred kevin costner dennis quaid gene hackman and david andrews
6892,what 1994 robert redford oscar nominated movie starred ralph fiennes john turturro and rob morrow
6893,what 1995 chick flick starred clint eastwood as photographer robert kincaid and meryl streep as his short lived love interest
6894,what 1995 dark crime movie paired morgan freeman as a veteran detective with bradd pitt as a rookie
6895,what 1995 family film centers around a pig raised by sheep dogs with a little help from farmer hoggett
6896,what 1995 japanese anime science fiction film was based on the manga by masamune shirow
6897,what 1995 jerry zuker romantic drama adventure features sean connery richard gere and julia ormond
6898,what 1995 john lasseter animated family film featured the voices of tom hanks and tim allen
6899,what 1995 martin scorsese biopic centered around greed deception money power and murder between two mobster best friends
6900,what 1995 movie centers on a man on the run after committing murder who takes a journey into the spiritual world
6901,what 1995 romantic comedy pairs kevin kline with meg ryan who also produced the film
6902,what 1995 tim robbins crime drama garnered a best leading actress oscar win for susan sarandon
6903,what 1996 billy bob thornton movie centered around a lifelong hospitalized man who is released to start a new life in a small town
6904,what 1996 cameron crowe romantic comedy showcased cuba gooding jr s character shouting show me the money
6905,what 1996 ethan and joel coen movie garnered a best leading actress oscar win for frances mcdormand
6906,what 1996 family movie depicts paul hogan as sandy ricks and elijah wood as his troubled nephew
6907,what 1996 mike nichols film portrayed robin williams and nathan lane as a miami based gay couple
6908,what 1997 hit contained the famous quote i m the king of the world
6909,what 1997 james cameron film featured leonardo dicaprio exclaiming i m the king of the world
6910,what 1997 john woo thriller featured john travolta and nicolas cage as men who undergo a revolutionary medical technique
6911,what 1998 movie features robert deniro as a freelance former us intelligence agent tracking down a mysterious package
6912,what 1998 romantic comedy starring gwyneth paltrow beat out saving private ryan to win the academy award for best picture
6913,what 1998 steven spielberg war film starred tom hanks matt damon edward burns and tom sizemore
6914,what 1999 action flick starred brad pitt and edward norton and also had the famous musician meat loaf
6915,what 1999 film stars nicholas cage as an ambulance paramedic struggling to keep his sanity
6916,what 1999 julie taymor historical thriller is a film adaptation of a william shakespeare play
6917,what 1999 mike judge comedy starred ron livingston jennifer aniston david herman and diedrich bader
6918,what 1999 movie based on the stephen king novel is about the lives of guards on death row
6919,what 1999 movie found haley joel osment as cole sear a boy who communicated with spirits
6920,what 1999 oliver stone sports drama starred al pacino dennis quaid cameron diaz and james woods
6921,what 1999 sci fi flick centers around a computer hacker who learns about reality from mysterious rebels
6922,what 2000 ridley scott movie garnered a best leading actor oscar win for russell crowe and best picture oscar win
6923,what 2001 animated drama depicts a man shuffling through a dream where he meets different people
6924,what 2001 garry marshall film features julie andrews and anne hathaway in the title roles
6925,what 2001 peter jackson movie features elijah wood and is based off of the j r r tolkien book of the same name
6926,what 2001 pixar animated movie stars kevin spacey as the voice of a misfit ant
6927,what 2002 biographical drama directed by roman polanski is about a young musician trying to survive in the warsaw ghetto
6928,what 2002 sam mendes film featured tom hanks as a hitman and paul newman as his mentor and boss
6929,what 2004 martin scorsese biopic garnered a best supporting actress oscar win for cate blanchett
6930,what 2005 documentary tells the story of danny trejo from his troubled childhood through present day
6931,what 2005 james mangold biopic centered around the lives of johnny cash and june carter cash
6932,what 2005 ron howard biopic tells the story of james braddock a washed up boxer who came back to become a champion
6933,what 2006 movie takes place in turn of the century vienna where a magician uses his abilities to secure the love of a woman
6934,what 2007 biopic is about the story of jean dominique bauby and his trouble with locked in syndrome
6935,what 2007 parody comedy made fun of everyone from the jonas brothers tiger woods and the twilight series
6936,what 2007 sports drama film directed by shimit amin is about indian field hockey players
6937,what 2008 disney pixar classic shows the adventure of a lonely waste collecting robot who goes on a journey in outer space
6938,what 2008 dreamworks computer animated martial arts comedy features the voices of jack black and angelina jolie
6939,what 2008 japanese animated fantasy film written and directed by hayao miyazaki is about brunhilde the fish girl
6940,what 2009 horror film takes place in the year 2019 when a plague has transformed almost every human into vampires
6941,what 2009 james cameron film starred sam worthington zoe saldana stephen lang and sigourney weaver
6942,what 2009 rob zombie horror movie centers around character laurie strode and her brother michael
6943,what 2010 action adventure comedy stars tom cruise as a troubled spy
6944,what 2010 action film starring danny trejo is a continuation of a trailer from quentin tarantino s film grindhouse
