,query,link1,text1,link2,text2,link3,text3,link4,text4,link5,text5,link6,text6,link7,text7,link8,text8,link9,text9,link10,text10
62,what s the name of that movie ron howard and george lucas made where the evil queen arrests all pregnant women,https://wtop.com/entertainment/2022/12/wheres-madmartigan-who-is-elora-danan-disney-series-willow-poses-questions/,"WTOP
Where’s Madmartigan? Who’s the real Elora Danan? ‘Willow’ poses questions on Disney+
In 1988, Ron Howard directed a George Lucas story into the dark fantasy ""Willow,"" which received mixed reviews from critics but still earned...
.
01-Dec-2022",https://dankanator.com/watch-val-kilmer-movies-in-order/,"Dankanator
Watch Val Kilmer Movies In Order
Val Kilmer is a renowned American actor who has been a shining name in Hollywood for years. He found exceptional fame with his performance...
.
25-Oct-2022",,,,,,,,,,,,,,,,
64,i m thinking of an 80 s film starring nicholas cage and holly hunter as kidnappers who steal a baby,https://www.ign.com/articles/best-nicolas-cage-movies,"IGN
The 15 Best Nicolas Cage Movies
Hate him or love him, there's no denying Nic Cage's talent. Whether you're a fan already or simply want to know which of his films are worth...
.
4 weeks ago",https://www.cinemablend.com/news/2551693/what-to-watch-on-streaming-if-you-love-nicolas-cage,"CinemaBlend
What To Watch Streaming If You Love Nicolas Cage
For several decades now, Nicolas Cage has been continuously mastering the fine art of Nouveau Shamanic. The perplexing inconsistent actor...
.
05-Aug-2020",https://www.yahoo.com/entertainment/role-recall-nicolas-cage-greatest-films-raising-arizona-face-off-trippy-new-mandy-141920155.html,"Yahoo
Role Recall: Nicolas Cage on his greatest films – from 'Raising Arizona' to 'Face/Off' to trippy new 'Mandy'
Nicolas Cage is an actor like no other. In an illustrious career that has spanned close to four decades — and included an Oscar for 1995's...
.
13-Sept-2018",https://www.popmatters.com/192236-double-take-raising-arizona-1987-2495541986.html,"PopMatters
Double Take: Raising Arizona (1987)
With so much comical choreography, camera hijinks, and gut-busting violence, it's easy to see Raising Arizona as a live-action cartoon.
.
13-Apr-2015",,,,,,,,,,,,
65,dominic toretto and his crew plan a massive heist to secure their future in the latest movie of this franchise,https://screenrant.com/fast-furious-movie-gisele-story-timeline-order-explained/,"Screen Rant
Fast & Furious: Gisele's Timeline Explained
From henchman to hero, Gal Gadot's Gisele Yashar was one of the most enigmatic figures to join Dom Toretto's crew in the Fast & Furious...
.
2 weeks ago",https://www.vulture.com/2019/01/12-unforgettable-movie-heists-graded-and-ranked.html,"Vulture
12 Unforgettable Movie Heists, Graded and Ranked
Heist movies are a dime a dozen, but a truly good movie heist is something you don't forget. While plenty of great movies have situated...
.
25-Jan-2019",https://collider.com/fast-and-furious-cast-characters/,"Collider
Fast and Furious Franchise Cast and Character Guide
Celebrating the release of 'Hobbs & Shaw', our 'Fast & Furious' cast and character guide shows how Dominic Toretto's crew has evolved over...
.
31-Jan-2020",https://www.cinemablend.com/news/2477422/5-fast-and-furious-facts-to-remember-before-seeing-hobbs-and-shaw,"CinemaBlend
5 Fast And Furious Facts To Remember Before Seeing Hobbs And Shaw
The Fast and Furious franchise has come a long way since its inception in 2001, and now it's reached a point where it's comfortable...
.
31-Jul-2019",https://www.cbssports.com/general/news/the-remarkable-evolution-of-the-fast-and-furious-movie-franchise/,"CBS Sports
The remarkable evolution of the Fast and Furious movie franchise
An overly in-depth dive into the evolution of the Fast and Furious franchise leading up to Furious 7.
.
03-Apr-2015",,,,,,,,,,
66,what s the name of the film where a teenager in new york is changed into a monster,https://www.yardbarker.com/entertainment/articles/25_horror_movies_that_were_based_on_true_stories/s1__27521648,"Yardbarker.com
25 horror movies that were based on true stories
When watching an especially scary horror movie, it's easy to dismiss the film's frights as fake...unless, of course, the plot happens to be...
.
3 days ago",https://www.timeout.com/film/the-50-best-monster-movies,"Time Out
50 Best Monster Movies Of All Time To Watch Right Now
Stalkers, graboids, aliens and many men in rubber suits unite for the ultimate monster mash. Written by. Tom Huddleston.
.
1 week ago",https://www.thegamer.com/obscure-90s-cartoons/,"TheGamer
Forgotten 90s Cartoons
The 1990s is the decade known for bright colors, grunge music, and Saturday morning cartoons. It's the subject of nostalgia on television,...
.
5 days ago",https://creepycatalog.com/best-horror-movies-on-netflix/,"Creepy Catalog
Best Horror Movies on Netflix Right Now (March 2023)
Netflix streams over 3,000 movies at any given moment. The movies change daily. So keeping track of all the best horror and scary movies on...
.
4 days ago",https://www.goodhousekeeping.com/holidays/halloween-ideas/g21951058/witch-movies/,"Good Housekeeping
32 Best Witch Movies of All Time
Whether you're into classic Halloween films or horror flicks﻿, you'll find something for everyone on our list of the best witch movies of...
.
05-Oct-2022",https://www.teenvogue.com/gallery/best-disney-channel-original-movies,"Teen Vogue
48 Best Disney Channel Original Movies to Stream Now
From The Cheetah Girls and High School Musical to Cadet Kelly and Gotta Kick It Up!, these are the Disney Channel Original Movies that stand...
.
1 month ago",https://www.wired.co.uk/article/best-sci-fi-movies-of-all-time,"Wired UK
The Best Sci-Fi Movies Everyone Should Watch Once
Aliens, astronauts, time travel—you name it, there's a dazzling sci-fi film about it. That makes compiling a list of the best sci-fi nearly...
.
30-Sept-2022",https://www.indiewire.com/gallery/best-found-footage-movies/,"IndieWire
The 13 Best Found Footage Movies
Whether it's film “recovered” from a crime scene/disaster site or continuous “live video” watched in real time, found footage movies are...
.
30-Jul-2022",https://www.nytimes.com/2022/11/23/magazine/white-noise-noah-baumbach.html,"The New York Times
How Noah Baumbach Made 'White Noise' a Disaster Movie for Our Moment
When the world shut down in 2020, the filmmaker found solace in Don DeLillo's supposedly unadaptable novel — and turned it into a film that...
.
02-Dec-2022",https://www.goodhousekeeping.com/life/entertainment/g38335738/best-kids-movies-2022/,"Good Housekeeping
50 Best Kids' Movies of 2022 - New Family Films Coming Out in 2022
Mark your calendars: Here's how and where to watch all the best kids' movies coming out in 2022, including Minions, Hocus Pocus 2, Mario and...
.
07-Oct-2022"
67,sigourney weaver had initially been very hesitant to reprise her role as ripley and had rejected numerous offers from fox studios to do any sequels fearing that her character would be poorly written and a sub par sequel could hurt the legacy of the first movie however she was so impressed by the high quality of james cameron s script she finally agreed to do the film,,,,,,,,,,,,,,,,,,,,
69,i m thinking of a movie from the mid 2000 s about stoner knights it had natalie portman as the lead female it was a comedy,,,,,,,,,,,,,,,,,,,,
70,what is the 90 s dark comedy thriller directed by the coen brothers that revolves around a murder in north dakota,,,,,,,,,,,,,,,,,,,,
71,can you give me the name of the movie that involves a man finding a drug that can change his whole future but must keep away from ruthless thugs,https://www.bbc.com/news/world-asia-china-63225277,"BBC
Xi Jinping's party is just getting started
Comparing Xi Jinping to Mao Zedong is ""inane"", scoffs Rebecca Karl, a professor of Chinese History at New York University. ""If you're going...
.
24-Oct-2022",https://indiefilmhustle.com/ultimate-guide-to-ridley-scott-and-his-directing-techniques/,"Indie Film Hustle
Ultimate Guide To Ridley Scott And His Directing Techniques
BOY & BICYCLE (1965) This being a film journal about contemporary and classic film directors, I often invoke the term “auteur” to describe a...
.
30-Sept-2022",https://www.complex.com/music/the-best-rapper-alive-every-year-since-1979,"Complex
The Best Rapper Alive, Every Year Since 1979
Rap fans tend to get into arguments with other rap fans, and it doesn't take much more than someone declaring their Favorite Rapper. Your...
.
25-Jan-2023",https://www.vulture.com/article/the-101-best-movie-endings-of-all-time-ranked.html,"Vulture
The 101 Best Movie Endings of All Time, Ranked
Not every great movie has a great ending. The reverse is also true: We've all had that experience of watching a ho-hum flick that became...
.
22-Feb-2021",https://www.thrillist.com/entertainment/nation/best-netflix-original-movies,"Thrillist
The 50 Best Netflix Original Movies of All Time
The hit movies and the filler films keep on coming. But which are the streaming service's best?
.
03-Jan-2022",https://www.timeout.com/film/the-100-best-sci-fi-movies,"Time Out
100 Best Sci Fi Movies Of All Time For A Mind-Bending Movie Night
From human clones to alien invasions: we asked scientists, filmmakers and writers to select the best sci-fi films in cinema history.
.
2 weeks ago",https://ew.com/gallery/revenge-movies/,"Entertainment Weekly
Best revenge movies: John Wick, Kill Bill, Gladiator, and more | EW.com
Even if you advocate taking the high road in real life, sometimes nothing satisfies quite like a merciless, unapologetic revenge movie.
.
28-Jul-2016",https://www.rollingstone.com/tv-movies/tv-movie-lists/best-action-movies-1183713/,"Rolling Stone
50 Best Action Movies of All Time
From bullet ballets to sci-fi epics, kung fu classics to superhero adventures — the greatest big-screen adrenaline rushes ever.
.
11-Aug-2021",https://www.tvguide.com/news/netflix-originals-2020-new-movies-tv-shows-specials-documentaries-watch-stream/,"TV Guide
Netflix Originals 2020: All the New Movies, TV Shows, Documentaries, and Specials to Stream
Netflix will continue to churn out original films, TV shows, and comedy specials in the new year, and already there's a lot on the schedule.
.
23-Sept-2020",https://www.goodtherapy.org/blog/blameless-burden-scapegoating-in-dysfunctional-families-0130174,"GoodTherapy
The Blameless Burden: Scapegoating in Dysfunctional Families
In biblical lore, Aaron selected a goat on behalf of the entire tribe, cast upon it the sins of all members, and then banished it alone to...
.
30-Jan-2017"
72,what movie documents a disfigured man who famously yells that he is not an animal,https://www.smithsonianmag.com/history/phineas-gage-neurosciences-most-famous-patient-11390067/,"Smithsonian Magazine
Phineas Gage: Neuroscience's Most Famous Patient | History
Jack and Beverly Wilgus, collectors of vintage photographs, no longer recall how they came by the 19th-century daguerreotype of a disfigured yet...
.
28-Sept-2017",,,,,,,,,,,,,,,,,,
73,what is the name of the movie in which an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets,https://www.space.com/best-netflix-sci-fi-movies-shows.html,"Space.com
The best sci-fi movies and TV shows to stream on Netflix in March
Time to catch up on some long overdue sci-fi, so here's our handy guide to what's on Netflix this month.
.
3 weeks ago",https://www.timeout.com/film/the-100-best-sci-fi-movies,"Time Out
100 Best Sci Fi Movies Of All Time For A Mind-Bending Movie Night
From human clones to alien invasions: we asked scientists, filmmakers and writers to select the best sci-fi films in cinema history.
.
2 weeks ago",https://www.businessinsider.com/why-no-contact-with-aliens-2019-9,"Business Insider
Aliens aren't in the sky — 13 reasons we haven't made contact
A Nobel prize-winner thinks we'll detect aliens within 100 years, possibly sooner. Other scientists think we might never make contact.
.
1 month ago",https://www.space.com/best-sci-fi-movies-tv-shows-amazon-prime.html,"Space.com
Top sci-fi movies and TV shows to watch on Amazon Prime in March
Time to catch up on some long overdue sci-fi, so here's our handy guide to what's on.
.
3 weeks ago",https://collider.com/nope-and-9-other-alien-movies-with-deeper-meaning/,"Collider
'Nope' and 9 Other Alien Movies with Deeper Meaning
There are alien movies with greater meaning beyond the surface that are capable of alluding to alien imagery to tell deeply human stories.
.
05-Sept-2022",https://www.today.com/popculture/movies/best-alien-movies-rcna33316,"TODAY
31 Best Alien Movies Ever to Watch For a Far Out Experience
These are the best alien movies of all time and in order, including scary horror movies and sci-fi, on Netflix, HBO Max, Hulu, Amazon Prime.
.
05-Oct-2022",https://www.bbc.com/news/science-environment-43408961,"BBC
Stephen Hawking's warnings: What he predicted for the future
How Stephen Hawking used his recognition to highlight challenges and existential threats for humanity.
.
15-Mar-2018",https://www.theguardian.com/culture/gallery/2015/jan/08/the-top-20-artificial-intelligence-films-in-pictures,"The Guardian
The top 20 artificial intelligence films - in pictures
Michael Hogan picks his top 20 films; including Star Wars, The Terminator, Star Trek and Blade Runner; that star A.I. beings who have...
.
08-Jan-2015",https://www.washingtonpost.com/outlook/ufo-report-aliens-seti/2021/06/09/1402f6a8-c899-11eb-81b1-34796c7393af_story.html,"The Washington Post
Perspective | Contacting aliens could end all life on earth. Let's stop trying.
Whatever the UFO report says, it's time to set some rules for talking to extraterrestrials.
.
10-Jun-2021",https://www.livescience.com/62015-stephen-hawking-quotes.html,"Live Science
Stephen Hawking's Most Intriguing Quotes on Aliens, Women and the Future of Humanity
One of the brightest minds, Stephen Hawking has died at age 76. As we mourn his death and celebrate his life, here's a look back at some of...
.
14-Mar-2018"
75,this movie starring katherine hepburn and humphrey bogart is about a missionary who convinces the drunken captain of a dilapidated steamboat to help her torpedo a german ship during world war i,,,,,,,,,,,,,,,,,,,,
77,what s the low brow comedy about a woman who is jealous when her friend decides to get married,https://www.glamourmagazine.co.uk/gallery/best-rom-coms,"Glamour UK
69 Best Romantic Comedies You'll Fall In Love With
We've rounded up the very best rom-coms starring the likes of Sandra Bullock and Julia Roberts. How many of these romantic comedies have you...
.
31-Jan-2023",https://www.vulture.com/article/best-king-of-queens-episodes.html,"Vulture
The Best 'King of Queens' Episodes, Ranked
'The King of Queens' might not be remembered as a great sitcom, but this long-running comedy was really funny. In honor of 'Kevin Can F*ckk...
.
22-Aug-2022",https://www.vogue.in/culture-and-living/content/best-korean-dramas-on-netflix-descendants-of-the-sun-kingdom-chocolate,"Vogue India
Netflix Korean Drama - Best Korean Dramas on Netflix | VOGUE India
Korean Series on Netflix - Kingdom, Coffee Prince, Her Private Life, Full House, Descendants of the Sun, etc. are some of the best Korean...
.
29-Jan-2020",https://www.insider.com/best-breakup-movies-relationship-split,"Insider
23 best breakup movies to watch after a relationship ends
A woman rids herself of a toxic relationship in ""Midsommar,"" and Harley Quinn seeks independence without the Joker in ""Birds of Prey.""
.
27-Feb-2020",https://www.nytimes.com/2017/05/11/magazine/is-an-open-marriage-a-happier-marriage.html,"The New York Times
Is an Open Marriage a Happier Marriage?
When Daniel and Elizabeth married in 1993, they found it was easy enough to choose a ring for her, but there were far fewer choices for him.
.
11-May-2017",https://www.opendemocracy.net/en/transformation/my-white-friend-asked-me-to-explain-white-privilege-so-i-decide/,"openDemocracy
My white friend asked me to explain white privilege, so I decided to be honest
He wanted to know how institutional racism has made an impact on my life. I'm glad he asked, because I was ready to answer.
.
19-Oct-2017",https://www.vulture.com/2017/02/100-more-jokes-shaped-modern-comedy-c-v-r.html,"Vulture
100 More Jokes That Shaped Modern Comedy
A second look at bits, sketches, one-liners, and even modern art that have influenced American humor for the past 170 years.
.
06-Feb-2017",,,,,,
78,this 2003 disney movie about a fish in search of his son won several oscars including best animated feature,https://www.goldderby.com/gallery/oscar-best-animated-feature-gallery-every-winner-in-academy-awards-history/,"GoldDerby
Oscar Best Animated Feature gallery: Every winner in Academy Awards history
Before the 2001 film year, it had always been a subject of debate in years prior as to whether the Academy Awards should create a category...
.
3 weeks ago",https://www.scoopwhoop.com/inothernews/animated-movies-list/,"ScoopWhoop
Top 100 Animated Movies To Watch When Bored: Romantic, Sad, Scary, Superhero
We have made the ultimate list of top animated movies for you. Here's a list of top 100 animated movies that will make you laugh, cry,...
.
1 week ago",https://www.cntraveler.com/gallery/best-travel-movies-for-children,"Conde Nast Traveler
39 Best Kids Movies to Spark Your Child's Interest in Travel
From Finding Nemo to The Wizard of Oz, here are 39 of the best kids movies for armchair travel for the whole family.
.
1 month ago",https://screenrant.com/highest-grossing-disney-animated-movies/,"Screen Rant
20 Highest-Grossing Disney Animated Movies Ever
Disney films almost always bring in the big bucks! Today, we're checking out their highest-grossing animated movies.
.
07-Jan-2023",https://www.timeout.com/film/the-best-disney-movies-of-all-time,"Time Out
50 Best Disney Movies To Watch Together As A Family
Looking for the best Disney movies for a night in? Search no further! Our list includes classics, Pixar hits and more! Written by.
.
1 month ago",https://247wallst.com/special-report/2022/10/27/highest-grossing-movies-of-all-time/,"24/7 Wall St.
Highest-Grossing Movies of All Time
Audiences are making their way back into theaters, and two films from the last two years have joined the list of history's highest-grossing...
.
27-Oct-2022",https://itsastampede.com/2022/07/24/55-childrens-movies-featuring-animals/,"It's A Stampede!
55 children's movies featuring animals
Do you have a little one in your household who adores movies about animals? Running out of ideas for what to show them next?
.
24-Jul-2022",https://www.hollywoodreporter.com/lists/best-fathers-day-movies-dad-kids/,"The Hollywood Reporter
Best Father's Day Movies for Dad and Kids – The Hollywood Reporter
Father's Day is approaching: Sunday, June 19. What better way to spend the holiday than watching your favorite father-daughter and...
.
17-Jun-2022",https://www.androidauthority.com/best-fantasy-movies-on-netflix-3187611/,"Android Authority
The 19 best fantasy movies on Netflix in 2022
Fans of witches and wizards, magic, curses, dragons, monsters, and other mythical beasts may want to have a look at what's available to...
.
23-Jul-2022",https://movieweb.com/best-voice-acting-performances-from-a-list-actors-ranked/,"MovieWeb
Best Voice Acting Performances from A-List Actors, Ranked
There is no better feeling than recognizing a loved voice from an animated film, here are the best voice acting performances by a-list...
.
17-May-2022"
79,what is the movie about the peanuts gang learning the true spirit on the holiday season,https://www.popsugar.com/family/Christmas-Movies-Kids-42788468,"POPSUGAR
25 Must-See Christmas Movies For Kids
With the holidays approaching, see our favorite Christmas movies for kids that your family definitely needs to see.
.
6 days ago",https://collider.com/most-nostalgic-holiday-cartoons-animations-childhood-movies-ranked/,"Collider
10 Best Animated Christmas Classics, Ranked by Nostalgia
From Arthur Christmas to A Charlie Brown Christmas, there are some must-see animated holiday movies that can bring audiences back to their...
.
15-Dec-2022",https://www.womansday.com/life/entertainment/g24441628/best-christian-christmas-movies/,"Woman's Day
30 Best Christian Christmas Movies — Religious Christmas Movies
These Christian Christmas movies are great films to watch if Jesus is the reason for your season. Watch a religious Christmas movie during...
.
14-Nov-2022",https://www.thepioneerwoman.com/news-entertainment/g35264541/easter-movies/,"The Pioneer Woman
30 Best Easter Movies 2023 - Family Easter Movies to Watch
These are the best Easter movies to stream this April. Watch these biblical dramas and family-friendly cartoons on Easter Sunday.
.
1 month ago",https://parade.com/1301448/hannah-southwick/animated-christmas-movies/,"Parade
54 Best Animated Christmas Movies and Cartoon Specials
As the holiday season kicks off, Santa Claus isn't just coming to town; he's also coming to your screened device of choice.
.
19-Dec-2022",https://www.hollywoodreporter.com/lists/best-christmas-movies-hollywood/,"The Hollywood Reporter
Best Christmas Movies From Hollywood
The holidays just wouldn't be the same without Rudolph, Ralphie and the Grinch. THR rounds up a list of films that define Dec.
.
17-Dec-2022",https://www.today.com/life/holidays/christmas-movie-quotes-rcna50924,"TODAY
50 Best Christmas Movie Quotes: Famous, Funny Lines From Holiday Movies
Christmas movies give us a cheery escape amid the season's inevitable chaos. And sometimes, they are welcome reminders that every family is...
.
25-Nov-2022",https://studyfinds.org/best-thanksgiving-movies-2023/,"Study Finds
Best Thanksgiving Movies: Here Are The Top 7 Holiday Favorites, According To Experts
Thanksgiving is here! For millions of Americans, that means it's a day for family and friends, fantastic food, football, fun, and of course,...
.
24-Nov-2022",https://www.streamingrant.com/movies/best-family-christmas-movies/,"StreamingRant
The Best Family Christmas Movies of All Time [Updated 2022]
Ho Ho! It's that time of the year again: Christmas! The holiday season brings with it plenty of dinner parties and hangouts but did you know...
.
4 weeks ago",https://www.distractify.com/p/how-to-stream-a-charlie-brown-thanksgiving,"Distractify
How to Stream 'A Charlie Brown Thanksgiving' and Officially Start the Holidays
Here's how to stream 'A Charlie Brown Thanksgiving' this November to really get in the holiday spirit and appreciate the true meaning of...
.
16-Nov-2022"
80,what is that 2010 comedy film starring kristen bell and josh duhamel about two opposites that fall in love in a european country,,,,,,,,,,,,,,,,,,,,
81,it is a movie about a lawman in the wild west who brings down famous outlaws,https://bigthink.com/the-past/wild-west-lawless/,"Big Think
The Wild West was lawless and chaotic — and the police helped keep it that way
Lawmen and outlaws were often the very same people. So, it wasn't just outlaws that made the Wild West wild.
.
01-Feb-2023",https://www.hollywoodreporter.com/movies/movie-news/best-western-movies-1235284215/,"The Hollywood Reporter
30 Most Memorable Western Movies of All Time
Western films have been a staple of American cinema for more than a century, so we compiled a list of the 30 most memorable Westerns of all...
.
01-Jan-2023",https://www.historyextra.com/period/victorian/billy-the-kid-outlaw-gunslinger/,"History Extra
Billy The Kid: Life, Death And Legend
His lawless days only lasted four years, but he is still remembered as perhaps the most notorious outlaw of the Wild West.
.
18-Jan-2023",https://horseyhooves.com/western-cowboy-movies/,"Horsey Hooves
30 Best Western & Cowboy Movies of All Time
What are the best western and cowboy movies? See our list of the best rated western movies of all time wild west fans will love.
.
25-Sept-2022",https://thescriptlab.com/weekly-feature/32851-10-great-westerns-that-brought-the-western-back-during-their-time-2/,"The Script Lab
10 Great Westerns That Brought the Western Back During Their Time
The popularity of western films has always ebbed and flowed, but here are 10 great westerns that brought the genre back during their time.
.
01-Aug-2022",https://www.msn.com/en-gb/entertainment/movies/the-20-best-movies-about-billy-the-kid/ss-AA10hnVW,"MSN
The 20 best movies about Billy the Kid
Billy the Kid was one of the most famous outlaws and gunfighters of the American Old West, and has been the subject of many Hollywood films...
.
04-Aug-2022",https://www.wideopencountry.com/most-notorious-wild-west-outlaws/,"Wide Open Country
8 Notorious Outlaws Who Became Wild West Legends
These train robbers, gunslingers, and outlaws from the days of the Wild West have gone from criminals to popular legends of history.
.
13-May-2022",https://www.wearethemighty.com/popular/wild-wests-toughest-lawman/,"We Are The Mighty
The Wild West's toughest lawman was born a slave
The real-world exploits of this U.S. Marshal sound like the stuff of legend, up there with Paul Bunyan and Babe the Blue Ox. Except most of...
.
05-Jun-2022",https://ew.com/gallery/best-westerns/,"Entertainment Weekly
The 25 Best Modern Western Movies | EW.com
For decades, the Western was king, beginning with The Great Train Robbery in 1903. In 1959, there were 26 primetime ""oaters,"" as they were...
.
09-Nov-2015",https://buffalonews.com/entertainment/100-best-western-films-of-all-time/collection_81df6b81-3d32-51b9-ba22-5157bee40cfe.html,"Buffalo News
100 best Western films of all time
For decades in America, the most popular movie genre was the Western. Audiences loved gun-slinging sheriffs, dashing outlaws,...
.
25-Apr-2022"
82,what is the 1990 american horror film directed by tom savini which is a remake of george a romero s 1968 horror film of the same name,https://creepycatalog.com/best-farm-horror-movies/,"Creepy Catalog
29+ Best Farm Horror Movies – Creepy Catalog
The iconic set designs and costumes of Midsommar are as memorable as the story. Rural and farm horror cinema is also beloved because it...
.
09-Jan-2023",https://creepycatalog.com/best-90s-horror-movies/,"Creepy Catalog
The 60 Best 90s Horror Movies – Creepy Catalog
The 1990s were a decade of transition, experimentation, and innovation in horror cinema. Here are the top and best horror movies of the 90s,...
.
02-Jan-2023",https://www.pastemagazine.com/movies/the-zombies/the-50-best-zombie-movies-of-all-time/,"Paste Magazine
The 50 Best Zombie Movies of All Time
Here's a film truism that everyone can agree upon: George Romero's 1968 Night of the Living Dead is probably the most influential and...
.
18-Nov-2022",https://www.vulture.com/2017/07/george-romero-dead-17-movies-to-watch.html,"Vulture
George Romero Dead: 17 Movies to Watch
When George Romero's Night of the Living Dead debuted in 1968, it changed horror forever. Using savage violence as social commentary,...
.
17-Jul-2017",https://screenrant.com/every-george-romero-zombie-movie-ranked-rotten-tomatoes-survival-of-the-dead-dawn-of-the-dead/,"Screen Rant
Every George Romero Zombie Movie, Ranked According To Rotten Tomatoes
George A. Romero is among the most influential horror filmmakers ever. Romero is considered the king of zombie movies...Here's how his films...
.
04-Jul-2020",https://www.yahoo.com/entertainment/george-romero-father-zombie-film-dies-77-214709087.html,"Yahoo
George A. Romero, Father of the Zombie Film, Dies at 77
By Mike Barnes, The Hollywood Reporter. George A. Romero, the legendary writer-director from Pittsburgh who made the 1968 cult classic Night...
.
16-Jul-2017",https://www.jacksonprogress-argus.com/multimedia/slideshows/100-best-american-horror-movies-of-all-time/collection_45d23f68-d223-5d1d-9b60-3a668435b9fc.html,"Jackson Progress-Argus
100 best American horror movies of all time
Looking for thrills and chills this October? Using data compiled from They Shoot Zombies, Don't They?, Stacker counts down the 100 best...
.
05-Nov-2021",https://www.comingsoon.net/movies/features/760433-ranked-george-a-romeros-dead-films,"ComingSoon.net
Ranked: George A. Romero’s Dead Films
As the director tells it, George A. Romero was driving the 35mm print of his maiden feature film voyage Night of the Living Dead from...
.
24-Aug-2016",https://bluray.highdefdigest.com/7204/night_dead_1990.html,"Blu-ray
Night of the Living Dead (1990) (Twilight Time) Blu-ray Review | High Def Digest
'Night of the Living Dead' (1968) is a classic, and there's no arguing that point. The film kick-started the zombie horror sub-genre,...
.
02-Oct-2012",https://pophorror.com/night-of-the-living-dead-1990-retro-review/,"PopHorror
'Night of the Living Dead' (1990) at 30: Remaking Romero's Masterpiece - Retro Review
Tom Savini and George Romero's 'Night of the Living Dead' (1990) was released 30 years ago. Look back with us on the classic horror remake!
.
22-Oct-2020"
83,what movie won best picture at the 1984 academy awards,https://asia.nikkei.com/Life-Arts/Arts/Vietnam-born-Ke-Huy-Quan-wins-best-supporting-actor-Oscar,"Nikkei Asia
Vietnam-born Ke Huy Quan wins best supporting actor Oscar
LOS ANGELES (Reuters) -- Ke Huy Quan, a onetime child star who gave up acting for two decades, and Hollywood veteran Jamie Lee Curtis won...
.
3 weeks ago",https://www.insider.com/oscars-2023-ke-huy-quan-harrison-ford-hug-indiana-jones-2023-3,"Insider
Oscars 2023: Ke Huy Quan, Harrison Ford hug as 'EEAAO' wins best picture
Talk about coming full circle. Thirty-nine years after Ke Huy Quan and Harrison Ford shared the screen together in 1984's ""Indiana Jones and...
.
3 weeks ago",https://nypost.com/2023/03/15/rare-indiana-jones-photos-of-ke-huy-quan-and-harrison-ford/,"New York Post
Rare behind-the-scenes 'Indiana Jones' photos of Ke Huy Quan and Harrison Ford reveal emotional bond
When Oscar winner Ke Huy Quan hugged Harrison Ford at the Academy Awards after Quan's “Everything Everywhere All at Once” won Best Picture,...
.
2 weeks ago",https://www.rollingstone.com/tv-movies/tv-movie-news/ke-huy-quan-harrison-ford-indiana-jones-reunion-2023-oscars-1234695467/,"Rolling Stone
Ke Huy Quan and Harrison Ford Have a Sweet ‘Indiana Jones’ Reunion at the 2023 Oscars
Newly-awarded Oscar winner Ke Huy Quan had a heart-tugging reunion with his former Indiana Jones costar Harrison Ford at the awards ceremony...
.
3 weeks ago",https://people.com/movies/oscars-2023-ke-huy-quan-harrison-ford-indiana-jones-temple-of-doom-reunion-hug-viral-photo/,"People
Ke Huy Quan and Harrison Ford Hugging at Oscars 2023 Is Going Viral 38 Years After Temple of Doom
Indiana Jones and Short Round had a heartwarming reunion at the Oscars 2023. After Ke Huy Quan's film Everything Everywhere All at Once won...
.
3 weeks ago",https://www.newsweek.com/oscars-screwed-most-viral-moment-night-ke-huy-quan-harrison-ford-1787338,"Newsweek
The Oscars Screwed Up the Most Viral Moment of the Night
As Ke Huy Quan was reunited with his ""Indiana Jones and the Temple of Doom"" co-star Harrison Ford, TV cameras missed out on getting the best...
.
3 weeks ago",https://collider.com/glenn-closes-oscar-nominations-ranked-by-how-much-she-should-have-won/,"Collider
Glenn Close's 8 Oscar Nominations Ranked By How Much She Should Have Won
The Academy of Motion Picture Arts and Sciences is fickle, as seen by Glenn Close having many nominations but not taking home a gold statue.
.
20-Sept-2022",https://www.bbc.co.uk/news/entertainment-arts-64935656,"BBC
Ke Huy Quan: From forgotten child star of Indiana Jones and The Goonies to Oscars hero
Ke Huy Quan was a child star in two of the biggest movies of the 1980s, but gave up on acting when Hollywood gave up on him.
.
3 weeks ago",https://www.hollywoodreporter.com/movies/movie-news/afm-flashback-amadeus-market-oscars-1235254446/,"The Hollywood Reporter
AFM Flashback: ‘Amadeus’ Burnished the Market and Rocked the Oscars
Adapted from Peter Shaffer's Tony-winning stage play, Milos Foreman's lush drama would go on to win 8 Academy Awards, including best picture...
.
03-Nov-2022",https://screenrant.com/indiana-jones-harrison-ford-ke-huy-quan-oscars-reaction/,"Screen Rant
Harrison Ford & Ke Huy Quan Reunion Was Too Much For Indiana Jones Fans
On the heels of Everything Everywhere All at Once's Best Picture win at the 95th Academy Awards, Harrison Ford's onstage reunion with Ke Huy...
.
3 weeks ago"
